SurveyName;PlotPK;Catchment;Year;Month;Day;Altitude;Aspect;Slope;Litter%;ExposedSoil%;ExposedRock%;BareGround%;MeanTopHeight;MapSeries;MapSheet;PartialEastings;PartialNorthings;RecordedBy;GeneralRemarks
Banks Peninsula Botanical Survey;94195;HEAD OF BAY, LYTTLETON;1984;2;2;17;230;35;;;;2;;NZMS 1;S 84;040;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94196;HEAD OF BAY, LYTTLETON HARBOUR;1984;2;2;0;;;;;;100;;NZMS 1;S 84;040;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94197;HEAD OF BAY, LYTTLETON HARBOUR;1984;2;2;0;;;;;;100;;NZMS 1;S 84;040;430;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94198;CHARTERIS BAY;1984;2;2;1;30;39;;;;40;2;NZMS 1;S 84;050;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94199;BIRDLINGS FLAT;1984;2;5;3;;;;;;1;5;NZMS 1;S 94;060;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94200;LAKE FORSYTH;1984;2;5;3;;;;;;2;13;NZMS 1;S 94;080;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94201;SOUTH OF THE KAIK;1984;2;7;375;265;29;30;2;45;;60;NZMS 1;S 94;280;170;Hugh D. Wilson;Total rock: 65%
Banks Peninsula Botanical Survey;94202;SOUTH OF THE KAIK;1984;2;7;472;275;29;;;2;1;;NZMS 1;S 94;280;160;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94203;SOUTH OF THE KAIK;1984;2;7;245;225;25;;;;1;12;NZMS 1;S 94;280;150;Hugh D. Wilson;Total rocks: 15-20%
Banks Peninsula Botanical Survey;94204;SOUTH OF THE KAIK;1984;2;8;68;250;;;5;;;;NZMS 1;S 94;270;160;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94205;DAN ROGERS VALLEY;1984;2;8;382;205;22;;;1;0;4.5;NZMS 1;S 94;290;150;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94206;DAN ROGERS CREEK;1984;2;8;504;70;18;80;;;;130;NZMS 1;S 94;290;160;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94207;ABOVE THE KAIK;1984;2;8;485;340;22;;1;1;;10;NZMS 1;S 94;290;170;Hugh D. Wilson;Lying Wood: 1%
Banks Peninsula Botanical Survey;94208;ABOVE THE KAIK;1984;2;8;402;205;15;;;;0;1.1;NZMS 1;S 94;290;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94209;LIGHTHOUSE ROAD;1984;2;9;160;55;23;;;;0;7;NZMS 1;S 94;300;130;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94210;LIGHTHOUSE RD;1984;2;9;160;130;;30;20;5;;80;NZMS 1;S 94;300;140;Hugh D. Wilson;Total Rock: 35%
Banks Peninsula Botanical Survey;94211;LIGHTHOUSE RD;1984;2;9;366;140;20;;;;0;3;NZMS 1;S 94;300;150;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94212;LIGHTHOUSE RD;1984;2;9;565;165;10;;;;0;;NZMS 1;S 94;300;160;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94213;TOP OF FLEA BAY RD;1984;2;9;490;35;32;;;;1;10;NZMS 1;S 94;300;170;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94214;UNDER MT BRAZENNOSE;1984;2;9;610;75;26;;;;1;10;NZMS 1;S 94;300;180;Hugh D. Wilson;Total rock: 3%
Banks Peninsula Botanical Survey;94215;ABOVE THE KAIK;1984;2;10;232;10;29;80;10;;;60;NZMS 1;S 94;280;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94216;ABOVE THE KAIK;1984;2;10;155;215;28;;;;0;25;NZMS 1;S 94;280;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94217;ABOVE THE KAIK;1984;2;10;260;310;14;;;;0;4.5;NZMS 1;S 94;280;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94218;ABOVE THE KAIK;1984;2;10;340;230;29;;;;0;;NZMS 1;S 94;290;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94219;MT BRAZENNOSE;1984;2;10;580;345;28;;;1;;6.5;NZMS 1;S 94;300;190;Hugh D. Wilson;Total rock: 10
Banks Peninsula Botanical Survey;94220;FLAG PEAK;1984;2;10;730;245;78;;;1;;12;NZMS 1;S 94;310;190;Hugh D. Wilson;Total rock: 60%
Banks Peninsula Botanical Survey;94221;SOUTH OF THE KAIK;1984;2;11;140;245;29;;3;1;;15;NZMS 1;S 94;270;170;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94222;TE AHITERAITI, NEAR THE KAIK;1984;2;11;76;215;11;;;;0;;NZMS 1;S 94;270;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94223;GODLEY HEAD PARK;1984;2;15;3;150;80;;;5;;;NZMS 1;S 84;140;480;Hugh D. Wilson;Total rock: 80%
Banks Peninsula Botanical Survey;94224;ABOVE LYTTLETON;1984;2;15;330;215;43;;5;8;;4;NZMS 1;S 84;090;480;Hugh D. Wilson;Total rock: 35%
Banks Peninsula Botanical Survey;94225;MT PLEASANT;1984;2;20;420;63;13;;;1;;11.5;NZMS 1;S 84;090;490;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94226;BRIDLE PATH, LYTTLETON;1984;2;20;190;144;6;;;;1;1.7;NZMS 1;S 84;070;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94227;HALSWELL;1984;2;21;18;20;12;;;;0;2;NZMS 1;S 84;940;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94228;CASHMERE RD, HASWELL;1984;2;21;15;260;7;;;;3;10;NZMS 1;S 84;960;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94229;BOWENVALE, PORT HILLS;1984;2;23;338;205;31;;3;2;;6.5;NZMS 1;S 84;030;490;Hugh D. Wilson;Total rock: 4%
Banks Peninsula Botanical Survey;94230;BOWENVALE, PORT HILLS;1984;2;23;278;65;20;;;;0;12;NZMS 1;S 84;030;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94231;BOWENVALE, PORT HILLS;1984;2;23;228;250;12;;;;0;8;NZMS 1;S 84;020;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94232;BOWENVALE, PORT HILLS;1984;2;23;210;295;28;;6;;;7.5;NZMS 1;S 84;020;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94233;BOWENVALE, PORT HILLS;1984;2;23;280;275;12;;;;0;1.1;NZMS 1;S 84;020;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94235;NEAR LE BONS LIGHT;1984;3;2;125;165;13;;;;0;20;NZMS 1;S 95;430;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94236;NEAR LE BONS LIGHT;1984;3;2;105;15;7;;;;0;4;NZMS 1;S 85;430;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94237;LE BONS BAY;1984;3;3;228;321;25;;1;2;;;NZMS 1;S 95;410;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94238;LE BONS BAY;1984;3;3;140;330;20;;;;1;;NZMS 1;S 85;420;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94239;LE BONS BAY;1984;3;3;135;346;15;;3;;;;NZMS 1;S 95;420;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94240;LE BONS BAY;1984;3;3;255;287;10;;;;1;3;NZMS 1;S 95;420;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94241;BETWEEN LE BONS BAY AND HICKORY BAY;1984;3;3;247;42;17;;1;;;;NZMS 1;S 95;420;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94242;BETWEEN LE BONS BAY AND HICKORY BAY;1984;3;3;130;339;16;;;;8;4;NZMS 1;S 95;430;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94243;BETWEEN LE BONS BAY AND HICKORY BAY;1984;3;3;100;75;9;;;;0;11;NZMS 1;S 95;430;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94244;LE BONS BAY;1984;3;4;380;260;26;;;;;;NZMS 1;S 95;370;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94245;LE BONS BAY;1984;3;4;430;350;20;;;;;;NZMS 1;S 95;380;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94246;HICKORY BAY;1984;3;4;366;64;15;;;1;;2;NZMS 1;S 95;390;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94247;HICKORY BAY;1984;3;4;242;355;20;;;;1;3;NZMS 1;S 95;400;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94248;HICKORY BAY;1984;3;4;50;225;23;;;;0;14;NZMS 1;S 95;410;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94249;HICKORY BAY;1984;3;4;108;90;29;;;1;;10;NZMS 1;S 95;420;260;Hugh D. Wilson;Total rock: 7%
Banks Peninsula Botanical Survey;94250;HICKORY BAY;1984;3;4;133;35;19;;;;1;6.5;NZMS 1;S 95;430;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94251;LE BONS BAY;1984;3;5;92;350;;;;;3;7.5;NZMS 1;S 95;400;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94252;LE BONS BAY;1984;3;5;8;;;;;;0;1.3;NZMS 1;S 95;390;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94253;LE BONS BAY;1984;3;5;170;110;29;;;5;;6;NZMS 1;S 95;380;280;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94254;LE BONS BAY;1984;3;5;373;160;27;20;;1;;70;NZMS 1;S 95;380;290;Hugh D. Wilson;Total rock: 20%
Banks Peninsula Botanical Survey;94255;LE BONS BAY;1984;3;5;162;50;25;;;;1;12.5;NZMS 1;S 95;390;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94256;LE BONS BAY;1984;3;5;15;330;11;;;;1;;NZMS 1;S 95;400;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94257;LE BONS BAY;1984;3;6;195;305;36;;1;1;;12;NZMS 1;S 95;390;270;Hugh D. Wilson;Total rock: 3%
Banks Peninsula Botanical Survey;94258;LE BONS BAY;1984;3;6;90;330;29;;;;0;4;NZMS 1;S 95;380;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94259;GIBRALTAR;1984;3;20;442;220;21;;;;0;;NZMS 1;S 84;990;410;Hugh D. Wilson;Total rock: <1%
Banks Peninsula Botanical Survey;94260;GIBRALTAR;1984;3;20;272;325;20;;;;1;14.5;NZMS 1;S 84;980;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94261;GILBRATAR;1984;3;20;122;165;24;;;;0;17.5;NZMS 1;S 84;970;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94263;GIBRALTAR;1984;3;20;215;150;26;80;15;;;110;NZMS 1;S 84;980;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94264;GIBRALTAR;1984;3;20;442;215;22;;;;2;1.5;NZMS 1;S 84;990;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94265;WHITE RD, LITTLE RIVER;1984;3;22;135;65;18;;;;0;3.5;NZMS 1;S 84;170;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94266;LITTLE RIVER;1984;3;23;351;145;29;20;;2;;75;NZMS 1;S 84;180;310;Hugh D. Wilson;Total rock: 75%
Banks Peninsula Botanical Survey;94267;LITTLE RIVER, NORTH OF PUAHA RD;1984;3;23;250;180;20;;;;0;2;NZMS 1;S 84;190;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94268;LITTLE RIVER, UNDER MT SINCLAIR;1984;3;23;300;280;27;;;1;1;8;NZMS 1;S 84;200;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94269;HEAD OF LITTLE RIVER, NEAR MT SINCLAIR;1984;3;23;555;220;22;;;1;1;13;NZMS 1;S 84;210;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94270;LITTLE RIVER UNDER MT SINCLAIR;1984;3;23;470;225;18;;;;0;3.3;NZMS 1;S 84;200;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94271;LITTLE RIVER, UNDER SINCLAIR;1984;3;23;400;200;29;;;;2;;NZMS 1;S 84;190;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94272;LITTLE RIVER UNDER SINCLAIR;1984;3;23;405;235;35;;;;1;;NZMS 1;S 84;180;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94273;MT FITZGERALD;1984;3;24;582;100;18;50;;;;50;NZMS 1;S 84;180;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94274;MT FITZGERALD;1984;3;24;800;315;11;;;;1;5.5;NZMS 1;S 84;180;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94275;PORT LEVY SIDE OF MT FITZGERALD;1984;3;24;500;235;42;;;1;;45;NZMS 1;S 84;170;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94276;DOUBLE FENCE-LINE NEAR FITZGERALD;1984;3;24;695;295;4;;;1;0;4;NZMS 1;S 84;170;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94277;LITTER RIVER, UNDER MT SINCLAIR;1984;3;25;280;275;24;;;;0;;NZMS 1;S 84;180;330;Hugh D. Wilson;Total rocks: 2%
Banks Peninsula Botanical Survey;94278;MT SINCLAIR;1984;3;25;712;175;38;;;;0;35;NZMS 1;S 84;190;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94279;MT SINCLAIR;1984;3;25;803;150;17;;;;0;10;NZMS 1;S 84;200;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94280;WHITE RD, LITTLE RIVER;1984;3;26;145;200;25;;;;15;100;NZMS 1;S 84;170;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94281;ABOVE WHITES RD, LITTLE RIVER;1984;3;26;280;160;28;;;;0;3.5;NZMS 1;S 84;160;310;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94282;ABOVE WHITES RD, LITTLE RIVER;1984;3;26;560;125;44;40;;;;55;NZMS 1;S 84;160;320;Hugh D. Wilson;Total rocks: 50%
Banks Peninsula Botanical Survey;94283;ABOVE WHITES RD, LITTLE RIVER;1984;3;26;688;115;30;;;;0;20;NZMS 1;S 84;160;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94284;ABOVE WHITES RD, LITTLE RIVER;1984;3;26;433;80;27;;;;15;50;NZMS 1;S 84;170;330;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94285;ABOVE WHITES RD, LITTLE RIVER;1984;3;26;295;75;24;;;;1;;NZMS 1;S 84;170;320;Hugh D. Wilson;Total Rocks: 3%
Banks Peninsula Botanical Survey;94286;LITTLE RIVER;1984;3;26;374;95;24;;;;0;2;NZMS 1;S 84;160;300;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94287;TOP OF PUAHA RD, LITTLE RIVER;1984;3;27;184;265;16;;;;1;0.5;NZMS 1;S 84;190;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94288;PUAHA RD, LITTLE RIVER;1984;3;27;50;5;;;;;0;;NZMS 1;S 84;180;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94289;BOWENVALE AVE;1984;4;14;10;;;;;;99;;NZMS 1;S 84;010;510;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94290;DYERS PASS ROAD, CASHMERE;1984;4;14;110;;15;;40;;;140;NZMS 1;S 84;000;510;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94291;THE MONUMENT;1984;4;15;665;265;29;;;5;;12.5;NZMS 1;S 84;120;380;Hugh D. Wilson;Total rock: 35%
Banks Peninsula Botanical Survey;94292;PORT LEVY, NEAR HERBERT;1984;4;15;565;30;31;;;1;;5;NZMS 1;S 84;120;370;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94293;KAIHOPE, PORT LEVY;1984;4;16;116;85;22;;;;0;;NZMS 1;S 84;160;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94294;KAIHOPE, PORT LEVY;1984;4;16;360;200;27;;;1;0;6.5;NZMS 1;S 84;150;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94295;KAIHOPE, PORT LEVY;1984;4;16;370;360;35;;1;1;;50;NZMS 1;S 84;140;420;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94296;KAIHOPE, PORT LEVY;1984;4;16;248;280;15;;;1;;3;NZMS 1;S 84;150;410;Hugh D. Wilson;Total rock: 3%
Banks Peninsula Botanical Survey;94297;PORT LEVY;1984;4;16;92;145;33;;;;0;55;NZMS 1;S 84;160;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94298;PORT LEVY;1984;4;17;0;355;3;;;;85;4.5;NZMS 1;S 84;160;400;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94299;PORT LEVY;1984;4;17;80;15;18;;;;1;6;NZMS 1;S 84;150;400;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94300;BETWEEN MT EVANS AND PORT LEVY;1984;4;17;212;105;17;;;1;;;NZMS 1;S 84;140;400;Hugh D. Wilson;Total rock: 8%
Banks Peninsula Botanical Survey;94301;PORT LEVY SLOPES OF MT EVANS;1984;4;17;312;150;29;10;;;20;110;NZMS 1;S 84;140;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94302;PORT LEVY SIDE OF MT EVANS;1984;4;17;436;85;26;;;;0;25;NZMS 1;S 84;130;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94303;MONUMENT AREA;1984;4;17;305;360;53;;1;1;;30;NZMS 1;S 84;130;400;Hugh D. Wilson;Total rock: 30%
Banks Peninsula Botanical Survey;94304;MONUMENT AREA;1984;4;17;285;140;36;;;;25;85;NZMS 1;S 84;130;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94305;PORT LEVY SIDE OF MONUMENT;1984;4;18;295;35;23;;;;0;7.5;NZMS 1;S 84;130;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94306;PORT LEVY ABOVE LITTLE RIVER ROAD;1984;4;18;98;40;10;;;;0;;NZMS 1;S 84;140;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94307;PORT LEVY NEAR THE TEMPLE;1984;4;18;180;55;22;;;;1;;NZMS 1;S 84;140;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94308;PURAU;1984;4;18;50;65;;;;;0;5;NZMS 1;S 84;100;430;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94309;ORTON BRADLEY, CHARTERIS BAY;1984;4;26;3;;;;;;0;;NZMS 1;S 84;060;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94310;ORTON BRADLEY;1984;4;26;300;26;15;;;;0;5;NZMS 1;S 84;070;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94311;VICTORIA PARK;1984;5;3;380;260;;;;;0;0.5;NZMS 1;S 84;010;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94312;VICTORIA PARK;1984;5;3;400;;;40;;;;90;NZMS 1;S 84;010;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94313;ABOVE WOOLSTON;1984;5;4;228;330;13;;;;0;3.8;NZMS 1;S 84;040;510;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94314;RAPAKI TRACK;1984;5;4;185;275;;;;5;;8;NZMS 1;S 84;030;510;Hugh D. Wilson;Total rock: 70%
Banks Peninsula Botanical Survey;94315;HEAD OF AVOCA VALLEY, RAPAKI TRACK AREA;1984;5;4;230;30;30;;1;2;;7;NZMS 1;S 84;040;490;Hugh D. Wilson;Total rock: 5%
Banks Peninsula Botanical Survey;94316;AVOCA VALLEY;1984;5;4;130;50;24;;;2;1;8.5;NZMS 1;S 84;040;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94317;NEAR RAPAKI;1984;5;12;204;260;21;;;;0;40;NZMS 1;S 84;030;470;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94318;ABOVE RAPAKI;1984;5;16;340;65;50;;6;3;;5.5;NZMS 1;S 84;030;480;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94319;ABOVE RAPAKI;1984;5;16;216;100;29;;;;1;6.5;NZMS 1;S 84;040;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94320;ABOVE CASS BAY;1984;5;16;115;165;45;5;3;25;;40;NZMS 1;S 84;050;480;Hugh D. Wilson;Total rock: 45%
Banks Peninsula Botanical Survey;94321;ABOVE CASS BAY;1984;5;16;300;265;32;;;2;2;4;NZMS 1;S 84;060;480;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94322;AVOCA VALLEY, PIPELINE SPUR;1984;6;1;35;270;21;;;;0;6;NZMS 1;S 84;050;510;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94323;PIPELINE SPUR, AVOCA VALLEY;1984;6;1;222;280;25;;1;1;;4;NZMS 1;S 84;050;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94324;NEAR THE TORS;1984;6;1;378;20;25;;1;2;;5.5;NZMS 1;S 84;050;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94325;ABOVE GOVERNORS BAY;1984;6;22;215;180;26;60;3;4;;65;NZMS 1;S 84;010;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94326;PRICES VALLEY;1984;6;18;185;300;24;;;1;1;12;NZMS 1;S 94;070;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94327;PRICES VALLEY;1984;7;18;365;240;15;;;;1;4.5;NZMS 1;S 94;070;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94328;GOVERNOR'S BAY;1984;7;31;160;125;22;;;;0;4;NZMS 1;S 84;010;450;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94329;LYTTLETON;1984;9;4;110;250;;;;;8;15;NZMS 1;S 84;080;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94330;STONY BAY RD, STONY BAY SIDE;1984;9;27;635;65;18;;;1;;3;NZMS 1;S 94;320;190;Hugh D. Wilson;Lichen covered rock: 2%
Banks Peninsula Botanical Survey;94331;NEAR STONY BAY PEAK;1984;9;28;695;270;17;;;1;;6.5;NZMS 1;S 94;320;200;Hugh D. Wilson;Lichen covered rock: 6%
Banks Peninsula Botanical Survey;94332;STONY BAY PEAK;1984;9;28;685;200;35;5;;;1;42.5;NZMS 1;S 94;330;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94333;MT PLEASANT;1984;10;9;320;210;42;;3;1;;5;NZMS 1;S 84;080;500;Hugh D. Wilson;Total rock: 8%
Banks Peninsula Botanical Survey;94334;VALLEY TO E OF MONCK SPUR;1984;10;9;180;20;;10;5;35;;60;NZMS 1;S 84;090;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94335;ABOVE CAMP BAY;1984;10;10;165;295;21;;;;3;7.5;NZMS 1;S 84;130;440;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94336;MT EVANS, ABOVE CAMP BAY;1984;10;10;485;335;25;;;1;;7.5;NZMS 1;S 84;130;430;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94337;CAMP BAY;1984;10;10;240;60;20;;;;1;10;NZMS 1;S 84;140;440;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94338;CAMP BAY;1984;12;12;120;160;23;;;;1;6;NZMS 1;S 84;140;450;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94339;DIAMOND HARBOUR;1984;10;29;142;265;32;;1;2;;6;NZMS 1;S 84;090;430;Hugh D. Wilson;Total rock: 5%
Banks Peninsula Botanical Survey;94340;MT HERBERT;1984;10;29;250;270;22;;2;;;7;NZMS 1;S 84;090;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94341;MT HERBERT;1984;10;29;375;260;25;;;;1;5.5;NZMS 1;S 84;090;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94342;MT HERBERT;1984;10;29;480;330;16;;;;0;6;NZMS 1;S 84;090;400;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94343;MT HERBERT;1984;10;29;612;355;24;;;2;1;4;NZMS 1;S 84;090;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94344;MT HERBERT;1984;10;29;755;205;15;;;1;0;4;NZMS 1;S 84;090;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94345;ORTON BRADLEY SLOPES OF HERBERT;1984;11;1;348;205;21;;;;0;20;NZMS 1;S 84;080;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94346;ORTON BRADLEY SLOPES OF HERBERT;1984;11;1;240;200;25;;;;0;15;NZMS 1;S 84;080;400;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94347;ORTON BRADLEY SLOPES OF HERBERT;1984;11;1;310;270;30;;;;0;30;NZMS 1;S 84;080;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94348;WHERO AVENUE, DIAMOND HARBOUR;1984;11;1;110;;;;;;3;;NZMS 1;S 84;090;440;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94349;ORTON BRADLEY;1984;11;6;90;346;17;;;;1;6;NZMS 1;S 84;070;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94350;MT HERBERT, ORTON BRADLEY SLOPES;1984;11;6;360;330;45;;3;3;;55;NZMS 1;S 84;080;380;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94351;MT HERBERT;1984;11;6;690;310;30;;;;2;5;NZMS 1;S 84;090;370;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94352;KAITUNA VALLEY RD;1984;11;7;25;;2;;;;0;13;NZMS 1;S 84;050;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94353;UPPER KAITUNA VALLEY;1984;11;8;220;175;12;15;;1;;65;NZMS 1;S 84;080;340;Hugh D. Wilson;Total rock: 50%
Banks Peninsula Botanical Survey;94354;UPPER KAITUNA VALLEY;1984;11;8;115;135;33;95;;;;180;NZMS 1;S 84;080;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94355;UPPER KAITUNA VALLEY;1984;11;8;200;340;21;;;;2;;NZMS 1;S 84;090;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94356;UPPER KAITUNA VALLEY;1984;11;8;370;25;29;;;;8;45;NZMS 1;S 84;090;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94357;UPPER KAITUNA VALLEY;1984;11;8;620;340;35;;;1;;10;NZMS 1;S 84;100;320;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94359;UPPER KAITUNA VALLEY;1984;11;8;450;260;36;;1;2;;40;NZMS 1;S 84;110;330;Hugh D. Wilson;Bare wood, charred: 8%
Banks Peninsula Botanical Survey;94360;UPPER KAITUNA VALLEY;1984;11;8;280;305;15;;;;0;;NZMS 1;S 84;100;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94361;MT HERBERT SCENIC RESERVE;1984;11;9;570;330;30;60;20;;;180;NZMS 1;S 84;100;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94362;MT HERBERT SCENIC RESERVE;1984;11;9;725;225;29;65;;;;75;NZMS 1;S 84;100;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94363;UPPER KAITUNA VALLEY;1984;11;10;260;260;23;;;;0;5;NZMS 1;S 84;090;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94364;PERAKI;1984;11;13;245;120;26;;;;2;45;NZMS 1;S 94;170;190;Hugh D. Wilson;Total rock: 2%
