SBS_name,SBS_number,general_method,diaspore_type,single_value_[mg],sample_size,valid,median,reference,mean_SM_[mg],maximum_SM_[mg],minimum_SM_[mg],number_of_replicates,general_comment,Drying_method,original_reference,diaspore_type_code
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.12,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",1.12,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.21,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.21,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.68,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.68,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.31,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",1.31,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.69,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.69,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.74,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.74,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.04,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",1.04,,,9,Weight including appendages. No. of seeds per individual: 7-11,Air dried weight,,2a
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.04,1,-2,0.04,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.04,0.04,0.04,,Preaggregated data obtained from single record. No. of seeds per individual: 10,,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.47,1,-2,0.47,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.47,0.47,0.47,,Preaggregated data obtained from single record. No. of seeds per individual: 3,,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.54,7,-2,0.54,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.57,0.96,0.1,,Preaggregated data obtained from single record. No. of seeds per individual: 7-11,,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.04,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.04,,,10,No. of seeds per individual: 10,Air dried weight,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.47,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.47,,,3,No. of seeds per individual: 3,Air dried weight,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.8,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.8,,,9,No. of seeds per individual: 7-11,Air dried weight,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.1,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.1,,,9,No. of seeds per individual: 7-11,Air dried weight,,3
Carex_bigelowii,37350,actual measurement (following LEDA data standards),germinule,0.45,1,-4,,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.45,,,9,No. of seeds per individual: 7-11,Air dried weight,,3
Carex_binervis,38036,other,germinule,1.7904,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.7904,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_binervis,38036,other,germinule,1.5032,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.5032,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_binervis,38036,other,germinule,1.5236,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.5236,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_binervis,38036,other,germinule,1.2428,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.2428,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_binervis,38036,other,germinule,1.6104,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.6104,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_binervis,38036,other,germinule,1.4584,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.4584,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_binervis,38036,actual measurement,germinule,1.353,,-4,,BIOLFLOR database,1.353,,,,,Air dried weight,,3
Carex_binervis,38036,actual measurement,germinule,1.127,,-4,,BIOLFLOR database,1.127,,,,,Air dried weight,,3
Carex_binervis,38036,actual measurement,germinule,1.282,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.282,,,50,,Air dried weight,,3
Carex_binervis,38036,actual measurement,one-seeded generative dispersule,1.353,,-4,,BIOLFLOR database,1.353,,,,,Air dried weight,,2a
Carex_binervis,38036,other,one-seeded generative dispersule,1.5032,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.5032,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_binervis,38036,other,one-seeded generative dispersule,1.7904,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.7904,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_binervis,38036,other,one-seeded generative dispersule,1.5236,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.5236,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_binervis,38036,other,one-seeded generative dispersule,1.2428,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.2428,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_binervis,38036,other,one-seeded generative dispersule,1.6104,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.6104,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_binervis,38036,other,one-seeded generative dispersule,1.4584,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.4584,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_binervis,38036,actual measurement,one-seeded generative dispersule,1.282,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.282,,,50,,Air dried weight,,2a
Carex_bohemica,38039,actual measurement,one-seeded generative dispersule,0.24,,-4,,BIOLFLOR database,0.24,,,,,Air dried weight,,2a
Carex_bohemica,38039,actual measurement,one-seeded generative dispersule,0.245,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.245,0.259,0.231,100,,Air dried weight,,2a
Carex_bohemica,38039,actual measurement,germinule,0.14,,-4,,BIOLFLOR database,0.14,,,,,Air dried weight,,3
Carex_bohemica,38039,actual measurement,germinule,0.24,,-4,,BIOLFLOR database,0.24,,,,,Air dried weight,,3
Carex_bohemica,38039,actual measurement,generative dispersule,0.2325,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.2325,0.234,0.231,100,,Air dried weight,,2
Carex_brizoides,37356,actual measurement,germinule,0.286,,-4,,BIOLFLOR database,0.286,,,,,Air dried weight,,3
Carex_brizoides,37356,actual measurement,one-seeded generative dispersule,0.28,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.28,,,50,50-2000 air-dried matured seeds,Air dried weight,,2a
Carex_brizoides,37356,actual measurement,one-seeded generative dispersule,0.379,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.379,0.41,0.348,100,,Air dried weight,,2a
Carex_brizoides,37356,actual measurement,one-seeded generative dispersule,0.286,,-4,,BIOLFLOR database,0.286,,,,,Air dried weight,,2a
Carex_brunnescens,37929,actual measurement,one-seeded generative dispersule,0.42,,-4,,BIOLFLOR database,0.42,0.433,0.396,,,Air dried weight,,2a
Carex_brunnescens,37929,actual measurement,germinule,0.346,,-4,,BIOLFLOR database,0.346,0.349,0.342,,,Air dried weight,,3
Carex_brunnescens,37929,actual measurement,germinule,0.42,,-4,,BIOLFLOR database,0.42,0.433,0.396,,,Air dried weight,,3
Carex_buekii,37930,actual measurement,generative dispersule,1.5175,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.5175,1.533,1.502,100,,Air dried weight,,2
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.12,10,-2,1.12,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.14,1.22,1.03,,preaggregated value obtained from single record,Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.18,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.18,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.1,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.1,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.52,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.52,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.44,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.44,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.46,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.46,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.56,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.56,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.58,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.58,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.42,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.42,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.52,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.52,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.61,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.61,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.4,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.4,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.34,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.34,,,10,"used balance: Mettler Toledo 4, fruit",Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.49,10,-2,1.49,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.49,1.61,1.34,,preaggregated value obtained from single record,Air dried weight,,2a
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.12,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.12,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.21,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.21,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.11,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.11,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.18,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.18,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.03,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.03,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.1,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.1,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.22,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.22,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_buxbaumii,37932,actual measurement (following LEDA data standards),germinule,1.11,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.11,,,10,"used balance: Mettler Toledo 4, seed",Air dried weight,,3
Carex_capillaris,37936,other,germinule,0.786,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.786,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_capillaris,37936,other,germinule,0.474,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.474,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_capillaris,37936,actual measurement,germinule,0.45,,-4,,BIOLFLOR database,0.45,,,,,Air dried weight,,3
Carex_capillaris,37936,actual measurement,germinule,0.505,,-4,,BIOLFLOR database,0.505,0.51,0.5,,,Air dried weight,,3
Carex_capillaris,37936,actual measurement,one-seeded generative dispersule,0.505,,-4,,BIOLFLOR database,0.505,0.51,0.5,,,Air dried weight,,2a
Carex_capillaris,37936,other,one-seeded generative dispersule,0.474,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.474,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_capillaris,37936,other,one-seeded generative dispersule,0.786,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.786,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_caryophyllea,37362,other,one-seeded generative dispersule,1.6468,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.6468,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_caryophyllea,37362,actual measurement,one-seeded generative dispersule,1.5,,-4,,BIOLFLOR database,1.5,,,,,Air dried weight,,2a
Carex_caryophyllea,37362,actual measurement,germinule,0.955,,-4,,BIOLFLOR database,0.955,1.19,0.72,,,Air dried weight,,3
Carex_caryophyllea,37362,actual measurement,one-seeded generative dispersule,1.188,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.188,,,50,,Air dried weight,,2a
Carex_caryophyllea,37362,actual measurement,germinule,0.769,7,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.769,,,1,summers of 1995 and 1996,Unknown,,3
Carex_caryophyllea,37362,actual measurement,germinule,1.5,,-4,,BIOLFLOR database,1.5,,,,,Air dried weight,,3
Carex_caryophyllea,37362,actual measurement,germinule,1.188,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.188,,,50,,Air dried weight,,3
Carex_caryophyllea,37362,other,germinule,1.6468,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.6468,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_chordorrhiza,37947,actual measurement,one-seeded generative dispersule,1.7995,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.7995,1.807,1.792,100,,Air dried weight,,2a
Carex_curta,37950,actual measurement,one-seeded generative dispersule,0.426,,-4,,BIOLFLOR database,0.426,,,,,Air dried weight,,2a
Carex_curta,37950,actual measurement,germinule,0.426,,-4,,BIOLFLOR database,0.426,,,,,Air dried weight,,3
Carex_curta,37950,other,one-seeded generative dispersule,0.352,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.352,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_curta,37950,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.3,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.3,,,100,"used balance: Mettler H51, fruit",Air dried weight,,2a
Carex_curta,37950,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.3,1,-2,0.3,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.3,0.3,0.3,,preaggregated value obtained from single record,Air dried weight,,2a
Carex_curta,37950,other,germinule,0.352,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.352,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_curvula,37370,actual measurement,one-seeded generative dispersule,2.12,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",2.12,,,50,50-2000 air-dried matured seeds,Air dried weight,,2a
Carex_davalliana,37956,actual measurement,germinule,0.748,,-4,,BIOLFLOR database,0.748,,,,,Air dried weight,,3
Carex_davalliana,37956,actual measurement,one-seeded generative dispersule,0.748,,-4,,BIOLFLOR database,0.748,,,,,Air dried weight,,2a
Carex_davalliana,37956,actual measurement,one-seeded generative dispersule,0.8385,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.8385,0.856,0.821,100,,Air dried weight,,2a
Carex_demissa,37374,actual measurement,one-seeded generative dispersule,0.92,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.92,,,50,,Air dried weight,,2a
Carex_demissa,37374,actual measurement,one-seeded generative dispersule,0.658,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.658,,,100,,Air dried weight,,2a
Carex_demissa,37374,other,germinule,0.5724,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.5724,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_demissa,37374,other,germinule,0.6884,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.6884,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_demissa,37374,other,germinule,0.9476,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.9476,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_demissa,37374,other,germinule,0.9516,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.9516,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_depauperata,37963,other,unknown,12.9488,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",12.9488,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,11.1932,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",11.1932,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,8.4348,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",8.4348,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,11.6388,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",11.6388,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,10.4236,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",10.4236,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,10.8264,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",10.8264,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,6.7404,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",6.7404,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_depauperata,37963,other,unknown,13.896,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",13.896,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Carex_diandra,37377,actual measurement,germinule,0.4233,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.4233,,,100,,Air dried weight,,3
Carex_digitata,37970,actual measurement,one-seeded generative dispersule,1.09,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.09,,,50,50-2000 air-dried matured seeds,Air dried weight,,2a
Carex_digitata,37970,actual measurement,generative dispersule,1.8,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.8,2.1,1.6,1,,Air dried weight,,2
Carex_dioica,37381,actual measurement,one-seeded generative dispersule,0.24,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.24,,,50,,Air dried weight,,2a
Carex_dioica,37381,actual measurement,one-seeded generative dispersule,0.6455,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.6455,0.668,0.623,100,,Air dried weight,,2a
Carex_dioica,37381,other,germinule,0.7692,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.7692,,,1000,"1000 seed weight, unknown number of individuals, Seeds dry.",Air dried weight,,3
Carex_distans,37979,other,germinule,1.38,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.38,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_distans,37979,actual measurement,one-seeded generative dispersule,1.66,,-4,,BIOLFLOR database,1.66,,,,,Air dried weight,,2a
Carex_distans,37979,actual measurement,one-seeded generative dispersule,1.527,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.527,1.599,1.455,100,,Air dried weight,,2a
Carex_distans,37979,other,one-seeded generative dispersule,1.38,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.38,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_distans,37979,actual measurement,generative dispersule,1.14,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.14,,,1,n an replicates unknown,Air dried weight,,2
Carex_distans,37979,actual measurement,germinule,1.32,,-4,,BIOLFLOR database,1.32,,,,,Air dried weight,,3
Carex_distans,37979,actual measurement,germinule,1.66,,-4,,BIOLFLOR database,1.66,,,,,Air dried weight,,3
Carex_disticha,37982,actual measurement,one-seeded generative dispersule,0.92,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.92,,,50,,Air dried weight,,2a
Carex_disticha,37982,other,germinule,0.762,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.762,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
